"subject","grade","item","p_all","p_treated","p_control","observed_correct_all","observed_correct_treated","observed_correct_control","response_rate_all","response_rate_treated","response_rate_control","missing_rate_all","corrected_item_total","ctt_flag_treated","ctt_flag_all","irt_constant_excluded","item_label","irt_discrimination","irt_difficulty","irt_flag","treated_minus_control","review_bucket"
"Arabic",1,"a118y3_nv3",0.94413407821229,0.968421052631579,0.916666666666667,0.94413407821229,0.968421052631579,0.916666666666667,1,1,1,0,0.566422869000966,"very_easy","very_easy",FALSE,"Read the letters",1,-4.47346974903401,"very_easy",0.0517543859649123,"easy_high_coverage"
"Arabic",1,"a115y3_nv3",0.94413407821229,0.978947368421053,0.904761904761905,0.94413407821229,0.978947368421053,0.904761904761905,1,1,1,0,0.529415933362669,"very_easy","very_easy",FALSE,"Read the letters",1,-4.47346974903401,"very_easy",0.0741854636591479,"easy_high_coverage"
"Arabic",1,"a117y3_nv3",0.949720670391061,0.978947368421053,0.916666666666667,0.955056179775281,0.978947368421053,0.927710843373494,0.994413407821229,1,0.988095238095238,0.005586592178771,0.488745182003181,"very_easy","very_easy",FALSE,"Read the letters",1,-4.6334019367293,"very_easy",0.062280701754386,"easy_high_coverage"
"Arabic",1,"a124y3_nv3",0.927374301675978,0.978947368421053,0.869047619047619,0.948571428571429,0.98936170212766,0.901234567901235,0.977653631284916,0.989473684210526,0.964285714285714,0.0223463687150838,0.619549353909587,"very_easy","very_easy",FALSE,"Read the letters",1,-4.05632341932276,"very_easy",0.109899749373434,"easy_high_coverage"
"Arabic",1,"a119y3_nv3",0.94413407821229,0.989473684210526,0.892857142857143,0.954802259887006,0.989473684210526,0.914634146341463,0.988826815642458,1,0.976190476190476,0.0111731843575419,0.348988754477266,"very_easy","very_easy",FALSE,"Read the letters",1,-4.47346974903401,"very_easy",0.0966165413533834,"easy_high_coverage"
"Arabic",1,"a122y3_nv3",0.972067039106145,1,0.94047619047619,0.972067039106145,1,0.94047619047619,1,1,1,0,0.369453173418426,"very_easy","very_easy",FALSE,"Read the letters",1,-5.45890292137282,"very_easy",0.0595238095238095,"easy_high_coverage"
"Arabic",1,"a18y3_nv3",0.815642458100559,0.842105263157895,0.785714285714286,0.824858757062147,0.860215053763441,0.785714285714286,0.988826815642458,0.978947368421053,1,0.0111731843575419,0.316706599776875,"in_range","in_range",FALSE,"Listen to the story, and answer the question: Why did Safouane's teeth get full",1,-2.30943776780012,"very_easy",0.056390977443609,NA
"Arabic",1,"a132y3_nv3",0.793296089385475,0.873684210526316,0.702380952380952,0.871165644171779,0.902173913043478,0.830985915492958,0.910614525139665,0.968421052631579,0.845238095238095,0.0893854748603352,0.732826400636056,"in_range","in_range",FALSE,"Read the words",1,-2.06219861581046,"very_easy",0.171303258145364,NA
"Arabic",1,"a116y3_nv3",0.832402234636871,0.894736842105263,0.761904761904762,0.832402234636871,0.894736842105263,0.761904761904762,1,1,1,0,0.577175987856338,"in_range","in_range",FALSE,"Read the letters",1,-2.50958742069487,"very_easy",0.132832080200501,NA
"Arabic",1,"a11y3_nv3",0.810055865921788,0.894736842105263,0.714285714285714,0.833333333333333,0.904255319148936,0.75,0.972067039106145,0.989473684210526,0.952380952380952,0.0279329608938548,0.50622925730347,"in_range","in_range",FALSE,"Describe what you see in the picture: What is the boy holding ?",1,-2.24566830947271,"very_easy",0.180451127819549,NA
"Arabic",1,"a131y3_nv3",0.810055865921788,0.894736842105263,0.714285714285714,0.878787878787879,0.904255319148936,0.845070422535211,0.921787709497207,0.989473684210526,0.845238095238095,0.0782122905027933,0.810260374582727,"in_range","in_range",FALSE,"Read the words",1,-2.24566830947271,"very_easy",0.180451127819549,NA
"Arabic",2,"a15y3_nv3",0.865,0.9,0.83,0.873737373737374,0.909090909090909,0.838383838383838,0.99,0.99,0.99,0.01,0.381890591732935,"very_easy","in_range",FALSE,"Describe what you see in the picture: How old is the girl ?",1,-2.40710852692351,"very_easy",0.0700000000000001,"easy_high_coverage"
"Arabic",2,"a14y3_nv3",0.87,0.91,0.83,0.887755102040816,0.91,0.864583333333333,0.98,1,0.96,0.02,0.381097321412918,"very_easy","in_range",FALSE,"Describe what you see in the picture: What is the girl celebrating ?",1,-2.4598751573949,"very_easy",0.0800000000000001,"easy_high_coverage"
"Arabic",2,"a16y3_nv3",0.9,0.92,0.88,0.909090909090909,0.92,0.897959183673469,0.99,1,0.98,0.01,0.275244115558946,"very_easy","very_easy",FALSE,"Describe what you see in the picture: Who is the girl celebrating with ?",1,-2.81397952734947,"very_easy",0.04,"easy_high_coverage"
"Arabic",2,"a219_nv",0.915,0.96,0.87,0.919597989949749,0.96969696969697,0.87,0.995,0.99,1,0.005,0.190316062549901,"very_easy","very_easy",FALSE,"Read the letters",1,-3.02373035147347,"very_easy",0.09,"easy_high_coverage"
"Arabic",2,"a214_nv",0.95,0.98,0.92,0.964467005076142,0.98,0.948453608247423,0.985,1,0.97,0.015,0.259882875008801,"very_easy","very_easy",FALSE,"Read the letters",1,-3.67032533114045,"very_easy",0.0599999999999999,"easy_high_coverage"
"Arabic",2,"a215",0.98,0.99,0.97,0.98,0.99,0.97,1,1,1,0,0.15251129890514,"very_easy","very_easy",FALSE,"Read the letters",1,-4.6976000581069,"very_easy",0.02,"easy_high_coverage"
"Arabic",2,"a218",0.98,0.99,0.97,0.98989898989899,0.99,0.989795918367347,0.99,1,0.98,0.01,0.285757580895311,"very_easy","very_easy",FALSE,"Read the letters",1,-4.6976000581069,"very_easy",0.02,"easy_high_coverage"
"Arabic",2,"a217",0.985,1,0.97,0.994949494949495,1,0.989795918367347,0.99,1,0.98,0.01,0.177719438468647,"very_easy","very_easy",FALSE,"Read the letters",1,-5.00566124547638,"very_easy",0.03,"easy_high_coverage"
"Arabic",2,"a321y3_nv3",0.845,0.89,0.8,0.853535353535354,0.898989898989899,0.808080808080808,0.99,0.99,0.99,0.01,0.444728404569917,"in_range","in_range",FALSE,"write this word (dictation word) with the diacritical marks (vowel signs) (he em",1,-2.20939705502648,"very_easy",0.09,NA
"Arabic",3,"a219_nv",0.945,0.97,0.92,0.945,0.97,0.92,1,1,1,0,0.293226907861462,"very_easy","very_easy",FALSE,"Read the letters",1.89688709677013,-2.23517380836115,"very_easy",0.0499999999999999,"easy_high_coverage"
"Arabic",3,"a214_nv",0.975,0.98,0.97,0.979899497487437,0.98,0.97979797979798,0.995,1,0.99,0.005,0.16783878517561,"very_easy","very_easy",FALSE,"Read the letters",1.5352588760985,-3.09966646283413,"very_easy",0.01,"easy_high_coverage"
"Arabic",3,"a217",0.975,0.99,0.96,0.979899497487437,0.99,0.96969696969697,0.995,1,0.99,0.005,0.103708944419075,"very_easy","very_easy",FALSE,"Read the letters",0.8842325274382,-4.57035006024324,"very_easy",0.03,"easy_high_coverage"
"Arabic",3,"a215",0.99,1,0.98,0.99,1,0.98,1,1,1,0,0.169417855445184,"very_easy","very_easy",FALSE,"Read the letters",4.05487776338805,-2.6630001882598,"very_easy",0.02,"easy_high_coverage"
"Arabic",3,"a218",0.97,1,0.94,0.974874371859296,1,0.94949494949495,0.995,1,0.99,0.005,0.247774437305961,"very_easy","very_easy",FALSE,"Read the letters",2.0346654498268,-2.58015424441323,"very_easy",0.06,"easy_high_coverage"
"Arabic",3,"a412y3_nv3",0.245,0.25,0.24,0.247474747474748,0.255102040816327,0.24,0.99,0.98,1,0.01,0.188111032319373,"in_range","in_range",FALSE,"Reading comprehension text .Put (x) in front of the correct statement (What's th",0.433736902564314,2.70260403178953,"very_hard",0.01,NA
"Arabic",4,"a526y3_nv3",0.155,0.19,0.12,0.233082706766917,0.296875,0.173913043478261,0.665,0.64,0.69,0.335,0.320233326417434,"in_range","in_range",FALSE,"What's the historical monument that's the most visited in Marrakesh ?",0.985979653305994,2.02441819022972,"very_hard",0.07,NA
"Arabic",5,"a2164_nv",0.0358974358974359,0.0421052631578947,0.03,0.0432098765432099,0.0493827160493827,0.0370370370370371,0.830769230769231,0.852631578947368,0.81,0.169230769230769,0.171458268337475,"very_hard","very_hard",FALSE,"Understanding informational texts: Put an X in front of all the similarities. 6",0.952196675225828,3.86492808550302,"very_hard",0.0121052631578947,"hard_high_coverage"
"Arabic",5,"a2137",0.958974358974359,0.968421052631579,0.95,0.979057591623037,0.989247311827957,0.969387755102041,0.97948717948718,0.978947368421053,0.98,0.0205128205128206,0.329859828236442,"very_easy","very_easy",FALSE,"Take the floor and speak freely about the end of the year party: mention the act",3.07832855589747,-2.10119522528949,"very_easy",0.018421052631579,"easy_high_coverage"
"Arabic",6,"a2160",0.871794871794872,0.863157894736842,0.88,0.876288659793814,0.863157894736842,0.888888888888889,0.994871794871795,1,0.99,0.00512820512820511,0.171348419253566,"in_range","in_range",FALSE,"Understanding informational texts: Why is theater called the father of the arts?",0.52636318770973,-3.83490964078428,"very_easy",-0.0168421052631579,NA
"French",1,"f23",0.0769230769230769,0.07,0.0842105263157895,0.394736842105263,0.4375,0.363636363636364,0.194871794871795,0.16,0.231578947368421,0.805128205128205,0.285143261764088,"very_hard","very_hard",FALSE,"C'EST QUEL JOUR AUJOURD'HUI ?",1,3.41870962639563,"very_hard",-0.0142105263157895,"hard_low_coverage"
"French",1,"f227",0.851282051282051,0.92,0.778947368421053,0.932584269662921,0.968421052631579,0.891566265060241,0.912820512820513,0.95,0.873684210526316,0.0871794871794872,0.470336437282276,"very_easy","in_range",FALSE,"LIS LES LETTRES SUIVANTES A VOIX HAUTE:O",1,-2.42811748299777,"very_easy",0.141052631578947,"easy_high_coverage"
"French",1,"f218",0.923076923076923,0.99,0.852631578947368,0.962566844919786,1,0.920454545454545,0.958974358974359,0.99,0.926315789473684,0.041025641025641,0.395726886566892,"very_easy","very_easy",FALSE,"LIS LES LETTRES SUIVANTES A VOIX HAUTE:A",1,-3.31862209833302,"very_easy",0.137368421052632,"easy_high_coverage"
"French",1,"f210",0.728205128205128,0.9,0.547368421052632,0.747368421052631,0.9,0.577777777777778,0.974358974358974,1,0.947368421052632,0.0256410256410257,0.287058037659009,"very_easy","in_range",FALSE,"JE VAIS DIRE UN MOT ET TU DOIS ME MONTRER L'IMAGE CORRESPONDANTE: Une pomme",1,-1.43506315154398,"in_range",0.352631578947368,"easy_high_coverage"
"French",1,"f212",0.712820512820513,0.92,0.494736842105263,0.72020725388601,0.92,0.505376344086022,0.98974358974359,1,0.978947368421053,0.0102564102564102,0.425877940664532,"very_easy","in_range",FALSE,"JE VAIS DIRE UN MOT ET TU DOIS ME MONTRER L'IMAGE CORRESPONDANTE: Un cahier",1,-1.3304459904529,"in_range",0.425263157894737,"easy_high_coverage"
"French",1,"f242",0.138461538461538,0.14,0.136842105263158,0.275510204081633,0.25,0.30952380952381,0.502564102564103,0.56,0.442105263157895,0.497435897435897,0.502307838971698,"in_range","in_range",FALSE,"LIS LES MOTS SUIVANTS A VOIX HAUTE:fuji",1,2.5568095817084,"very_hard",0.00315789473684211,"hard_low_coverage"
"French",1,"f22",0.18974358974359,0.31,0.0631578947368421,0.660714285714286,0.775,0.375,0.287179487179487,0.4,0.168421052631579,0.712820512820513,0.431644564765323,"in_range","in_range",FALSE,"TU ES EN QUELLE CLASSE ?",1,2.04233857129797,"very_hard",0.246842105263158,NA
"French",2,"f23",0.170854271356784,0.11,0.232323232323232,0.53968253968254,0.392857142857143,0.657142857142857,0.316582914572864,0.28,0.353535353535354,0.683417085427136,0.251805872864159,"in_range","in_range",FALSE,"C'EST QUEL JOUR AUJOURD'HUI ?",0.753446103678888,2.32379129545467,"very_hard",-0.122323232323232,"hard_low_coverage"
"French",2,"f263",0.085427135678392,0.13,0.0404040404040404,0.220779220779221,0.240740740740741,0.173913043478261,0.386934673366834,0.54,0.232323232323232,0.613065326633166,0.321747702654463,"in_range","very_hard",FALSE,"C'EST Lina SUR L'IMAGE. JE VAIS TE POSER DES QUESTIONS. REPONDS-MOI AVEC UNE PHR",1.33723262287223,2.23637645534289,"very_hard",0.0895959595959596,"hard_low_coverage"
"French",2,"f21",0.0954773869346734,0.16,0.0303030303030303,0.487179487179487,0.592592592592593,0.25,0.195979899497487,0.27,0.121212121212121,0.804020100502513,0.330914802708365,"in_range","very_hard",FALSE,"TU AS QUEL AGE ? QUEL AGE AS-TU ?",1.28926883152574,2.18161925543308,"very_hard",0.12969696969697,NA
"French",2,"f260",0.190954773869347,0.23,0.151515151515152,0.633333333333333,0.560975609756098,0.789473684210526,0.301507537688442,0.41,0.191919191919192,0.698492462311558,0.287077866153912,"in_range","in_range",FALSE,"C'EST AMINE SUR L'IMAGE. JE VAIS TE POSER DES QUESTIONS. REPONDS-MOI AVEC UNE PH",0.766140139164267,2.10077605251044,"very_hard",0.0784848484848485,NA
"French",2,"f22_nv",0.14572864321608,0.24,0.0505050505050505,0.408450704225352,0.452830188679245,0.277777777777778,0.35678391959799,0.53,0.181818181818182,0.64321608040201,0.295199106926973,"in_range","in_range",FALSE,"QU'EST-CE QUE TU FAIS EN CLASSE?",0.805216350610183,2.45587172336326,"very_hard",0.18949494949495,NA
"French",2,"f293",0.346733668341709,0.34,0.353535353535354,0.372972972972973,0.357894736842105,0.388888888888889,0.92964824120603,0.95,0.909090909090909,0.0703517587939698,0.0629149981616343,"in_range","in_range",FALSE,"LIS LA QUESTION ET MONTRE-MOI LA BONNE REPONSE. QUE FAIT ALI ? Ali saute sur le",0.187709173809357,3.40361328651954,"very_hard",-0.0135353535353535,NA
"French",3,"f262",0.115,0.1,0.13,0.338235294117647,0.24390243902439,0.481481481481482,0.34,0.41,0.27,0.66,0.356991793870196,"very_hard","in_range",FALSE,"C'EST Lina SUR L'IMAGE. JE VAIS TE POSER DES QUESTIONS. REPONDS-MOI AVEC UNE PHR",1,2.87293354855622,"very_hard",-0.03,"hard_low_coverage"
"French",3,"f23",0.19,0.11,0.27,0.612903225806452,0.366666666666667,0.84375,0.31,0.3,0.32,0.69,0.333985466556172,"in_range","in_range",FALSE,"C'EST QUEL JOUR AUJOURD'HUI ?",1,2.09219174855125,"very_hard",-0.16,"hard_low_coverage"
"French",3,"f22_nv",0.125,0.15,0.1,0.280898876404494,0.254237288135593,0.333333333333333,0.445,0.59,0.3,0.555,0.473650361965405,"in_range","in_range",FALSE,"QU'EST-CE QUE TU FAIS EN CLASSE?",1,2.75070642921326,"very_hard",0.05,"hard_low_coverage"
"French",3,"f263",0.165,0.23,0.1,0.317307692307692,0.315068493150685,0.32258064516129,0.52,0.73,0.31,0.48,0.427733217946948,"in_range","in_range",FALSE,"C'EST Lina SUR L'IMAGE. JE VAIS TE POSER DES QUESTIONS. REPONDS-MOI AVEC UNE PHR",1,2.32347874376551,"very_hard",0.13,NA
"French",4,"f2101",0.07,0.06,0.08,0.358974358974359,0.272727272727273,0.470588235294118,0.195,0.22,0.17,0.805,0.237426335059199,"very_hard","very_hard",FALSE,"COMMENT TU VIENS A L'ECOLE ?",0.87079900931216,3.33166148453151,"very_hard",-0.02,"hard_low_coverage"
"French",4,"f2107",0.05,0.06,0.04,0.238095238095238,0.24,0.235294117647059,0.21,0.25,0.17,0.79,0.301509092970561,"very_hard","very_hard",FALSE,"Lina se réveille le matin.",1.55249424744801,2.52570778101682,"very_hard",0.02,"hard_low_coverage"
"French",4,"f2100",0.065,0.09,0.04,0.342105263157895,0.375,0.285714285714286,0.19,0.24,0.14,0.81,0.393927241842631,"very_hard","very_hard",FALSE,"A QUELLE HEURE TU VIENS A L'ECOLE LE MATIN ?",1.97643483489623,2.04550935451747,"very_hard",0.05,"hard_low_coverage"
"French",4,"f2119",0.87,0.94,0.8,0.887755102040816,0.959183673469388,0.816326530612245,0.98,0.98,0.98,0.02,0.420257643142448,"very_easy","in_range",FALSE,"RELIE CHAQUE MOT A L'IMAGE CORRESPONDANTE: école",3.57977966252653,-1.25149741225681,"in_range",0.14,"easy_high_coverage"
"French",4,"f2118",0.915,0.95,0.88,0.933673469387755,0.969387755102041,0.897959183673469,0.98,0.98,0.98,0.02,0.350770547603216,"very_easy","very_easy",FALSE,"RELIE CHAQUE MOT A L'IMAGE CORRESPONDANTE: tomate",3.34462076911809,-1.54133163208893,"in_range",0.07,"easy_high_coverage"
"French",5,"f2118",0.917948717948718,0.957894736842105,0.88,0.927461139896373,0.978494623655914,0.88,0.98974358974359,0.978947368421053,1,0.0102564102564102,0.37442213720451,"very_easy","very_easy",FALSE,"RELIE CHAQUE MOT A L'IMAGE CORRESPONDANTE: tomate",1,-3.49075060604074,"very_easy",0.0778947368421052,"easy_high_coverage"
"French",5,"f2119",0.882051282051282,0.957894736842105,0.81,0.88659793814433,0.968085106382979,0.81,0.994871794871795,0.989473684210526,1,0.00512820512820511,0.391291261948676,"very_easy","in_range",FALSE,"RELIE CHAQUE MOT A L'IMAGE CORRESPONDANTE: école",1,-2.95825250290154,"very_easy",0.147894736842105,"easy_high_coverage"
"French",5,"f2101",0.0974358974358974,0.115789473684211,0.08,0.431818181818182,0.407407407407407,0.470588235294118,0.225641025641026,0.28421052631579,0.17,0.774358974358974,0.374305217554315,"in_range","very_hard",FALSE,"COMMENT TU VIENS A L'ECOLE ?",1,3.32408867520257,"very_hard",0.0357894736842105,"hard_low_coverage"
"French",5,"f2107",0.082051282051282,0.136842105263158,0.03,0.470588235294118,0.590909090909091,0.25,0.174358974358974,0.231578947368421,0.12,0.825641025641026,0.509674959554611,"in_range","very_hard",FALSE,"Lina se réveille le matin.",1,3.59140975179574,"very_hard",0.106842105263158,"hard_low_coverage"
"French",5,"f2100",0.112820512820513,0.168421052631579,0.06,0.4,0.484848484848485,0.272727272727273,0.282051282051282,0.347368421052632,0.22,0.717948717948718,0.555683400555141,"in_range","in_range",FALSE,"A QUELLE HEURE TU VIENS A L'ECOLE LE MATIN ?",1,3.08812681928462,"very_hard",0.108421052631579,NA
"French",5,"f2128",0.128205128205128,0.168421052631579,0.09,0.245098039215686,0.262295081967213,0.219512195121951,0.523076923076923,0.642105263157895,0.41,0.476923076923077,0.477668541772833,"in_range","in_range",FALSE,"C'EST AMINE SUR LES IMAGES. ECRIS UNE PHRASE POUR DECRIRE L'IMAGE, COMME DANS L'",1,2.87582246622738,"very_hard",0.078421052631579,NA
"French",5,"f2112",0.138461538461538,0.178947368421053,0.1,0.6,0.62962962962963,0.555555555555556,0.230769230769231,0.28421052631579,0.18,0.769230769230769,0.486980962581816,"in_range","in_range",FALSE,"Lina dort dans son lit",1,2.74481022683118,"very_hard",0.0789473684210526,NA
"French",5,"f2131",0.128205128205128,0.189473684210526,0.07,0.316455696202532,0.382978723404255,0.21875,0.405128205128205,0.494736842105263,0.32,0.594871794871795,0.522924226278804,"in_range","in_range",FALSE,"C'EST AMINE SUR LES IMAGES. ECRIS UNE PHRASE POUR DECRIRE L'IMAGE, COMME DANS L'",1,2.87582246622738,"very_hard",0.119473684210526,NA
"French",5,"f2109",0.143589743589744,0.221052631578947,0.07,0.622222222222222,0.65625,0.538461538461538,0.230769230769231,0.336842105263158,0.13,0.769230769230769,0.613920910457167,"in_range","in_range",FALSE,"Lina nage dans la mer.",1,2.68201393249094,"very_hard",0.151052631578947,NA
"French",5,"f2126",0.133333333333333,0.231578947368421,0.04,0.13903743315508,0.239130434782609,0.0421052631578947,0.958974358974359,0.968421052631579,0.95,0.041025641025641,0.4949763665666,"in_range","in_range",FALSE,"RELIS LE TEXTE ET MET EN ORDRE LES IMAGES",1,2.80936888173996,"very_hard",0.191578947368421,NA
"French",5,"f2102",0.2,0.242105263157895,0.16,0.722222222222222,0.676470588235294,0.8,0.276923076923077,0.357894736842105,0.2,0.723076923076923,0.581809575245572,"in_range","in_range",FALSE,"QU'EST-CE QUE TU FAIS PENDANT LES VACANCES?",1,2.08020239120996,"very_hard",0.0821052631578947,NA
"French",5,"f2108",0.205128205128205,0.242105263157895,0.17,0.555555555555556,0.511111111111111,0.62962962962963,0.369230769230769,0.473684210526316,0.27,0.630769230769231,0.616490260351162,"in_range","in_range",FALSE,"Lina va à la plage avec sa famille.",1,2.03175276689602,"very_hard",0.0721052631578947,NA
"French",5,"f2129",0.205128205128205,0.242105263157895,0.17,0.470588235294118,0.46,0.485714285714286,0.435897435897436,0.526315789473684,0.35,0.564102564102564,0.63293244371149,"in_range","in_range",FALSE,"C'EST AMINE SUR LES IMAGES. ECRIS UNE PHRASE POUR DECRIRE L'IMAGE, COMME DANS L'",1,2.03175276689602,"very_hard",0.0721052631578947,NA
"French",6,"f2118",0.958974358974359,0.978947368421053,0.94,0.958974358974359,0.978947368421053,0.94,1,1,1,0,0.245676048699096,"very_easy","very_easy",FALSE,"RELIE CHAQUE MOT A L'IMAGE CORRESPONDANTE: tomate",2.10998550964476,-2.26481631071468,"very_easy",0.0389473684210527,"easy_high_coverage"
"French",6,"f2119",0.948717948717949,0.989473684210526,0.91,0.948717948717949,0.989473684210526,0.91,1,1,1,0,0.239802871997491,"very_easy","very_easy",FALSE,"RELIE CHAQUE MOT A L'IMAGE CORRESPONDANTE: école",1.6628298448871,-2.38538578393592,"very_easy",0.0794736842105263,"easy_high_coverage"
"French",6,"f247",0.835897435897436,0.91578947368421,0.76,0.84020618556701,0.91578947368421,0.767676767676768,0.994871794871795,1,0.99,0.00512820512820511,0.393466436649324,"very_easy","in_range",FALSE,"RELIE CHAQUE MOT A L'IMAGE CORRESPONDANTE: poule",1.61403784996013,-1.43999076903767,"in_range",0.15578947368421,"easy_high_coverage"
"Maths",1,"m217_nv3",0.0666666666666667,0.0842105263157895,0.0470588235294118,0.0944881889763779,0.129032258064516,0.0615384615384615,0.705555555555556,0.652631578947368,0.764705882352941,0.294444444444444,0.259596012516948,"very_hard","very_hard",FALSE,"37 − 10 =",1.73512574696265,2.13297805282009,"very_hard",0.0371517027863777,"hard_low_coverage"
"Maths",1,"m21_nv",0.927777777777778,0.968421052631579,0.88235294117647,0.932960893854749,0.968421052631579,0.892857142857143,0.994444444444444,1,0.988235294117647,0.00555555555555554,0.512799394388212,"very_easy","very_easy",FALSE,"Read numbers : 6, 0, 3, 9, 2, 8, 1, 4, 7, 5",3.4527421960672,-1.66277197676544,"in_range",0.0860681114551084,"easy_high_coverage"
"Maths",1,"m222",0.85,0.863157894736842,0.835294117647059,0.884393063583815,0.881720430107527,0.8875,0.961111111111111,0.978947368421053,0.941176470588235,0.0388888888888889,0.347280971936472,"in_range","in_range",FALSE,"Connect the digital clock and the analog clock with a line: (12:00)",1.03199386237806,-2.00139338019049,"very_easy",0.0278637770897833,NA
"Maths",2,"m221",0.895,0.9,0.89,0.904040404040404,0.909090909090909,0.898989898989899,0.99,0.99,0.99,0.01,0.299008451356324,"very_easy","in_range",FALSE,"Connect the digital clock and the analog clock with a line: (6:00)",1.17805995903379,-2.24749091567716,"very_easy",0.01,"easy_high_coverage"
"Maths",2,"m222",0.925,0.95,0.9,0.943877551020408,0.95959595959596,0.927835051546392,0.98,0.99,0.97,0.02,0.264129344095594,"very_easy","very_easy",FALSE,"Connect the digital clock and the analog clock with a line: (12:00)",1.01041889837509,-2.90488394293847,"very_easy",0.0499999999999999,"easy_high_coverage"
"Maths",2,"m23y3_nv3",0.8,0.92,0.68,0.824742268041237,0.938775510204082,0.708333333333333,0.97,0.98,0.96,0.03,0.353571979227672,"very_easy","in_range",FALSE,"8+3 =",1.13462996524594,-1.50837384537903,"in_range",0.24,"easy_high_coverage"
"Maths",3,"m222",0.939698492462312,0.93939393939394,0.94,0.939698492462312,0.93939393939394,0.94,1,1,1,0,0.177368076466467,"very_easy","very_easy",FALSE,"Connect the digital clock and the analog clock with a line: (12:00)",0.960720736743578,-3.25693262218244,"very_easy",-0.000606060606060499,"easy_high_coverage"
